transaction_id,user_id,date,merchant,amount,category_detail,category_primary,payment_method,payment_media
TXN002230,USR041,2024-12-23 09:35:01,Tokocrypto,822000.0,investment,Investment,Credit Card,BCA
TXN002231,USR024,2023-07-08 01:24:04,Cotton On,292500.0,shopping,Wants,Credit Card,Citibank
TXN002232,USR001,2023-10-08 03:59:52,Waxing Center,476000.0,self_care,Wants,Debit,Mandiri
TXN002233,USR001,2023-03-26 14:16:34,Nasi Goreng Pak Nasir,108000.0,food,Needs,QRIS,ShopeePay
TXN002234,USR068,2024-07-07 13:01:03,Ajaib,344000.0,investment,Investment,QRIS,DANA
TXN002235,USR031,2024-09-08 18:49:15,Genshin Impact,56000.0,entertainment,Wants,Transfer,BCA
TXN002236,USR072,2023-03-06 16:17:07,Compass,753000.0,shopping,Wants,Transfer,Gopay
TXN002237,USR034,2024-03-04 23:15:51,Burger King,93000.0,food,Needs,Debit,BNI
TXN002238,USR020,2023-11-29 10:03:39,Coursera,104500.0,education,Wants,Debit,BTN
TXN002239,USR044,2024-11-10 09:40:07,Bakmi GM,110000.0,food,Needs,Debit,BRI
TXN002240,USR056,2023-06-04 20:23:53,Waxing Center,125000.0,self_care,Wants,Credit Card,BNI
TXN002241,USR039,2023-03-22 21:09:23,Shell,26000.0,transport,Needs,QRIS,BCA
TXN002242,USR074,2024-02-03 21:26:34,The Body Shop,445000.0,self_care,Wants,Transfer,OVO
TXN002243,USR012,2023-06-14 06:08:47,First Media,63500.0,utilities,Needs,QRIS,BCA
TXN002244,USR047,2023-07-08 02:11:45,Klinik Pratama,57000.0,health,Needs,Credit Card,BCA
TXN002245,USR025,2023-07-03 23:31:31,Mixue,18500.0,food,Needs,QRIS,ShopeePay
TXN002246,USR071,2024-07-08 08:57:17,Skill Academy,431500.0,education,Wants,QRIS,ShopeePay
TXN002247,USR071,2024-09-22 05:06:32,inDrive,6000.0,transport,Needs,Cash,Cash
TXN002248,USR012,2024-02-20 16:57:01,Sport Station,620000.0,shopping,Wants,Credit Card,BCA
TXN002249,USR052,2024-02-16 23:26:28,Biznet,180000.0,utilities,Needs,Transfer,BSI
TXN002250,USR031,2024-03-10 10:38:07,Pull & Bear,772500.0,shopping,Wants,Transfer,Mandiri
TXN002251,USR003,2024-12-22 15:21:52,First Media,158500.0,utilities,Needs,Transfer,BNI
TXN002252,USR023,2023-05-22 17:20:34,Vidio,125000.0,entertainment,Wants,Transfer,ShopeePay
TXN002253,USR007,2024-08-15 11:58:00,Coursera,386500.0,education,Wants,QRIS,OVO
TXN002254,USR013,2024-06-18 03:10:56,Chatime,89500.0,food,Needs,QRIS,LinkAja
TXN002255,USR036,2024-09-22 12:44:08,Celebrity Fitness,212500.0,health,Needs,Credit Card,Mandiri
TXN002256,USR060,2023-09-09 12:01:26,Circle K,197000.0,groceries,Needs,QRIS,BCA
TXN002257,USR008,2024-02-28 07:33:10,AirAsia,576000.0,travel,Wants,Transfer,BCA
TXN002258,USR009,2024-04-09 06:34:04,Valorant,140000.0,entertainment,Wants,Transfer,Gopay
TXN002259,USR058,2024-02-12 15:46:08,XXI Cinema,169000.0,entertainment,Wants,Credit Card,Citibank
TXN002260,USR032,2024-01-30 03:56:24,Wendy's,96500.0,food,Needs,Credit Card,Citibank
TXN002261,USR071,2023-07-04 03:38:53,Hokben,102500.0,food,Needs,Debit,Mandiri
TXN002263,USR040,2024-03-14 22:50:01,McDonalds,69000.0,food,Needs,QRIS,Mandiri
TXN002264,USR030,2024-06-24 12:51:18,Free Fire,68500.0,entertainment,Wants,Transfer,BSI
TXN002265,USR001,2023-11-07 03:32:25,Ruangguru,258000.0,education,Wants,QRIS,LinkAja
TXN002266,USR016,2023-03-01 15:26:21,Tokocrypto,716500.0,investment,Investment,Credit Card,Mandiri
TXN002267,USR030,2023-01-14 04:12:21,Tokocrypto,1128000.0,investment,Investment,QRIS,Mandiri
TXN002268,USR026,2023-04-30 07:00:52,MyXL,89000.0,education,Wants,Credit Card,Standard Chartered
TXN002269,USR047,2023-07-14 21:28:00,Xbox Game Pass,17000.0,entertainment,Wants,Debit,BRI
TXN002270,USR056,2023-06-17 13:14:08,Shell,66000.0,transport,Needs,Debit,BNI
TXN002271,USR008,2023-05-09 04:34:33,Zalora,781500.0,shopping,Wants,Credit Card,Mandiri
TXN002272,USR056,2023-12-18 06:13:37,PDAM,100500.0,utilities,Needs,QRIS,Gopay
TXN002273,USR001,2023-06-06 13:25:41,Bareksa,775500.0,investment,Investment,QRIS,Gopay
TXN002274,USR044,2023-12-03 20:57:18,Mixue,110500.0,food,Needs,Credit Card,Standard Chartered
TXN002275,USR027,2024-04-10 11:50:19,Apotek K24,30500.0,health,Needs,Debit,BRI
TXN002276,USR051,2024-01-31 15:00:00,Pintu Crypto,1665000.0,investment,Investment,Transfer,BRI
TXN002277,USR070,2024-09-06 02:57:41,Tiket.com,906000.0,travel,Wants,Credit Card,Citibank
TXN002278,USR061,2024-01-13 09:06:50,Roblox,199000.0,entertainment,Wants,Credit Card,Mandiri
TXN002279,USR074,2023-09-27 22:46:48,BPJS Kesehatan,256500.0,utilities,Needs,Cash,Cash
TXN002280,USR071,2023-08-12 00:36:19,Indomie Rebus,40000.0,food,Needs,QRIS,BNI
TXN002281,USR006,2023-07-17 09:45:39,MyXL,1355500.0,investment,Investment,Transfer,Gopay
TXN002282,USR073,2023-08-23 14:10:32,iPot,1946500.0,investment,Investment,Credit Card,BRI
TXN002283,USR052,2023-03-15 11:45:34,Johnny Andrean,361500.0,self_care,Wants,QRIS,Gopay
TXN002285,USR035,2024-06-20 23:33:52,Airbnb,1486000.0,travel,Wants,Transfer,Gopay
TXN002286,USR007,2023-08-17 12:54:28,Adobe Creative Cloud,211000.0,education,Wants,QRIS,BNI
TXN002287,USR041,2024-09-15 13:45:10,New Balance,1102500.0,shopping,Wants,Credit Card,BCA
TXN002288,USR075,2023-01-28 07:01:24,Scarlett Whitening,252000.0,self_care,Wants,QRIS,OVO
TXN002289,USR017,2024-08-09 11:32:53,MRT Jakarta,63000.0,transport,Needs,Debit,CIMB Niaga
TXN002290,USR038,2023-08-14 06:21:16,Halodoc,525500.0,health,Needs,Credit Card,CIMB Niaga
TXN002291,USR017,2023-12-29 01:20:08,MyXL,91000.0,food,Needs,Debit,BSI
TXN002292,USR031,2023-02-17 18:43:10,Apple Music,27500.0,entertainment,Wants,QRIS,BCA
TXN002293,USR056,2024-11-17 00:19:54,KFC,84000.0,food,Needs,Debit,BNI
TXN002294,USR062,2023-10-17 15:56:37,Hypermart,279500.0,groceries,Needs,Transfer,Gopay
TXN002295,USR017,2023-06-08 02:25:39,Hypermart,149500.0,groceries,Needs,Cash,Cash
TXN002296,USR055,2023-08-07 06:54:52,Pull & Bear,181000.0,shopping,Wants,QRIS,OVO
TXN002297,USR072,2023-03-04 06:34:29,MRT Jakarta,56500.0,transport,Needs,Transfer,BCA
TXN002298,USR024,2023-06-29 14:48:29,Kopi Kenangan,8500.0,food,Needs,Transfer,DANA
TXN002299,USR014,2024-12-12 13:00:04,Watson,261000.0,health,Needs,Transfer,OVO
TXN002300,USR035,2024-07-23 23:58:57,PDAM,165500.0,utilities,Needs,Debit,Mandiri
TXN002301,USR067,2024-09-23 03:27:31,Tokocrypto,530000.0,investment,Investment,QRIS,BRI
TXN002302,USR004,2023-09-14 08:29:42,Geprek Bensu,40000.0,food,Needs,Cash,Cash
TXN002303,USR026,2024-04-26 07:08:37,Compass,496000.0,shopping,Wants,Credit Card,BNI
TXN002304,USR038,2023-08-09 16:36:24,Lotte Mart,181500.0,groceries,Needs,Credit Card,Citibank
TXN002305,USR001,2023-08-08 18:39:08,Spotify,170500.0,entertainment,Wants,Credit Card,BNI
TXN002306,USR051,2024-10-18 16:26:44,Figma,206500.0,education,Wants,Transfer,LinkAja
TXN002307,USR074,2023-07-16 14:48:00,Valorant,142000.0,entertainment,Wants,QRIS,LinkAja
TXN002308,USR038,2023-04-23 16:51:59,Microsoft 365,189500.0,education,Wants,Debit,BSI
TXN002309,USR049,2023-01-01 07:09:37,Bibit,835500.0,investment,Investment,QRIS,BCA
TXN002310,USR059,2024-11-18 01:57:24,Somethinc,451000.0,self_care,Wants,Debit,Jenius
TXN002311,USR027,2024-10-29 14:27:55,Total Parco,32500.0,transport,Needs,QRIS,OVO
TXN002312,USR054,2024-05-28 10:38:06,Circle K,31000.0,groceries,Needs,QRIS,Mandiri
TXN002313,USR048,2024-07-04 04:03:48,Canva Pro,50500.0,education,Wants,Transfer,Jenius
TXN002314,USR051,2023-07-24 05:36:12,Parkir Mall,38500.0,transport,Needs,Debit,BSI
TXN002315,USR037,2024-09-13 14:15:36,Prodia Lab,92000.0,health,Needs,Credit Card,Standard Chartered
TXN002316,USR012,2023-05-29 22:55:16,Vidio,169000.0,entertainment,Wants,Credit Card,CIMB Niaga
TXN002317,USR022,2024-02-21 10:39:47,MyXL,140500.0,entertainment,Wants,QRIS,BCA
TXN002318,USR014,2024-08-07 13:29:10,Traveloka,1916500.0,travel,Wants,Transfer,DANA
TXN002319,USR073,2023-03-08 17:30:19,Sport Station,683000.0,shopping,Wants,Transfer,Gopay
TXN002320,USR037,2023-03-06 00:41:18,Adidas,207000.0,shopping,Wants,Transfer,Mandiri
TXN002321,USR050,2024-12-22 07:14:59,Luxcrime,236000.0,self_care,Wants,QRIS,ShopeePay
TXN002322,USR030,2024-01-17 14:14:06,Giant,174000.0,groceries,Needs,Cash,Cash
TXN002323,USR004,2024-03-09 10:18:56,Pepper Lunch,80000.0,food,Needs,Transfer,CIMB Niaga
TXN002324,USR066,2024-03-23 13:49:30,Nike,924000.0,shopping,Wants,Transfer,BCA
TXN002325,USR006,2023-11-25 19:30:59,Bareksa,1840500.0,investment,Investment,QRIS,DANA
TXN002326,USR018,2023-03-10 16:55:37,Timezone,131000.0,entertainment,Wants,Transfer,LinkAja
TXN002327,USR014,2024-02-28 06:24:48,Ranch Market,239500.0,groceries,Needs,Cash,Cash
TXN002328,USR064,2023-07-10 19:08:18,Dicoding,495000.0,education,Wants,Transfer,CIMB Niaga
TXN002329,USR019,2023-01-19 12:40:40,Klinik Pratama,225500.0,health,Needs,Debit,BTN
TXN002330,USR028,2023-10-18 22:22:38,PLN Mobile,192000.0,utilities,Needs,Debit,BSI
TXN002331,USR061,2023-05-14 18:18:59,Sport Station,159000.0,shopping,Wants,QRIS,OVO
TXN002332,USR022,2023-10-29 05:47:58,Canva Pro,400000.0,education,Wants,Credit Card,CIMB Niaga
TXN002333,USR075,2023-10-20 03:48:58,KFC,52000.0,food,Needs,Transfer,LinkAja
TXN002334,USR013,2023-05-26 07:17:23,Barbershop,338500.0,self_care,Wants,Credit Card,BNI
TXN002335,USR054,2023-02-12 09:18:21,Bareksa,1376500.0,investment,Investment,Cash,Cash
TXN002336,USR027,2023-06-20 06:31:40,Nintendo eShop,48000.0,entertainment,Wants,Debit,Jenius
TXN002337,USR036,2023-03-31 03:06:22,Vivo Gas Station,56000.0,transport,Needs,QRIS,BRI
TXN002338,USR059,2023-03-20 07:55:31,MyPertamina,10500.0,transport,Needs,Transfer,BSI
TXN002339,USR064,2023-07-29 06:26:39,Gorengan,70000.0,food,Needs,Credit Card,BRI
TXN002340,USR033,2024-04-06 18:24:40,Pluang,1766500.0,investment,Investment,Cash,Cash
TXN002341,USR006,2023-12-27 13:36:29,YouTube Premium,83000.0,entertainment,Wants,QRIS,Gopay
TXN002342,USR028,2023-06-09 03:18:55,BPJS Kesehatan,92000.0,utilities,Needs,Credit Card,CIMB Niaga
TXN002343,USR062,2023-01-15 06:17:03,Jollibee,39500.0,food,Needs,QRIS,OVO
TXN002344,USR053,2024-01-18 18:48:07,inDrive,72500.0,transport,Needs,Transfer,Mandiri
TXN002345,USR036,2024-02-27 09:43:06,Stradivarius,570500.0,shopping,Wants,QRIS,Gopay
TXN002346,USR051,2024-05-25 09:59:11,Netflix,133000.0,entertainment,Wants,QRIS,OVO
TXN002347,USR009,2023-04-02 16:00:00,Figma,391000.0,education,Wants,Transfer,Mandiri
TXN002348,USR064,2024-08-23 11:59:48,First Media,354000.0,utilities,Needs,Debit,Mandiri
TXN002349,USR013,2023-10-27 17:19:50,Superindo,209000.0,groceries,Needs,Cash,Cash
TXN002350,USR020,2024-07-18 20:01:30,Booking.com,1382500.0,travel,Wants,Transfer,DANA
TXN002351,USR010,2024-02-26 01:51:17,MRT Jakarta,55000.0,transport,Needs,QRIS,Mandiri
TXN002352,USR043,2023-05-17 17:48:53,Somethinc,232500.0,self_care,Wants,Cash,Cash
TXN002353,USR035,2023-05-22 16:26:41,Ajaib,1252500.0,investment,Investment,QRIS,OVO
TXN002354,USR041,2024-10-03 16:13:35,Vivo Gas Station,23500.0,transport,Needs,QRIS,Gopay
TXN002355,USR049,2023-08-23 09:04:20,Adobe Creative Cloud,325000.0,education,Wants,Transfer,BSI
TXN002356,USR042,2024-03-21 09:36:58,Tokocrypto,969000.0,investment,Investment,Debit,BTN
TXN002357,USR052,2023-06-24 19:50:38,Klinik Pratama,332000.0,health,Needs,Transfer,Mandiri
TXN002358,USR045,2023-10-05 16:00:27,IndiHome,310000.0,utilities,Needs,Debit,Mandiri
TXN002359,USR002,2023-11-26 11:25:19,Garuda Indonesia,1442500.0,travel,Wants,Debit,CIMB Niaga
TXN002360,USR043,2023-02-15 11:31:19,Damri,67500.0,transport,Needs,Cash,Cash
TXN002361,USR025,2023-06-16 06:58:51,Pertamina,63500.0,transport,Needs,Transfer,Mandiri
TXN002362,USR065,2023-12-12 15:10:47,Vans,191000.0,shopping,Wants,Debit,BNI
TXN002363,USR005,2023-10-20 06:09:13,Cult Fitness,594500.0,health,Needs,Credit Card,Mandiri
TXN002364,USR011,2024-08-22 08:20:51,RedDoorz,1832000.0,travel,Wants,Cash,Cash
TXN002365,USR004,2024-09-11 16:06:41,Alfamidi,125500.0,groceries,Needs,QRIS,Gopay
TXN002366,USR022,2023-03-31 22:41:09,Bareksa,1499000.0,investment,Investment,QRIS,Gopay
TXN002367,USR016,2024-03-08 20:15:09,YouTube Premium,190000.0,entertainment,Wants,Credit Card,CIMB Niaga
TXN002368,USR034,2024-11-12 10:28:48,Adobe Creative Cloud,325000.0,education,Wants,Credit Card,BRI
TXN002369,USR023,2024-11-23 16:19:13,BPJS Kesehatan,308500.0,utilities,Needs,Debit,Jenius
TXN002370,USR042,2023-05-01 23:27:48,Skintific,248500.0,self_care,Wants,Transfer,Gopay
TXN002371,USR024,2023-04-18 00:03:56,Alodokter,242500.0,health,Needs,Debit,Mandiri
TXN002372,USR015,2024-05-05 21:13:38,Guardian,591500.0,health,Needs,Cash,Cash
TXN002373,USR058,2023-10-24 12:17:58,Waxing Center,498500.0,self_care,Wants,Cash,Cash
TXN002375,USR024,2024-07-10 16:37:44,Pluang,1238500.0,investment,Investment,QRIS,BCA
TXN002376,USR067,2023-03-13 08:20:12,Pepper Lunch,20000.0,food,Needs,Cash,Cash
TXN002377,USR043,2024-09-27 03:37:58,Klinik Pratama,318500.0,health,Needs,Cash,Cash
TXN002378,USR047,2024-02-07 04:18:58,Halodoc,50000.0,health,Needs,Debit,BCA
TXN002379,USR002,2023-12-13 17:32:57,Disney+,157500.0,entertainment,Wants,Transfer,Jenius
TXN002380,USR071,2023-08-29 13:36:28,Klinik Pratama,544000.0,health,Needs,Transfer,CIMB Niaga
TXN002381,USR002,2023-09-03 02:29:50,Emina Cosmetics,134500.0,self_care,Wants,Transfer,Jenius
TXN002382,USR073,2023-12-16 01:16:39,Gong Cha,58000.0,food,Needs,QRIS,Mandiri
TXN002383,USR061,2024-01-03 19:24:42,Scarlett Whitening,126500.0,self_care,Wants,Debit,BCA
TXN002384,USR008,2024-04-26 22:53:03,Sushi Tei,19500.0,food,Needs,Debit,BSI
TXN002385,USR018,2023-11-27 12:38:46,Bath & Body Works,93000.0,self_care,Wants,Transfer,LinkAja
TXN002386,USR063,2024-09-02 08:02:23,Teh Tarik Poci,71000.0,food,Needs,QRIS,ShopeePay
TXN002387,USR017,2023-04-08 20:10:09,Farmers Market,125000.0,groceries,Needs,Transfer,BNI
TXN002388,USR048,2023-08-24 23:29:44,J.CO Donuts,89000.0,food,Needs,Credit Card,BNI
TXN002389,USR049,2023-11-02 11:48:12,Carrefour,18000.0,groceries,Needs,QRIS,OVO
TXN002390,USR025,2023-09-12 11:10:48,Dufan,163500.0,entertainment,Wants,Credit Card,Mandiri
TXN002391,USR033,2023-12-25 09:00:11,Halodoc,54500.0,health,Needs,Credit Card,CIMB Niaga
TXN002392,USR060,2023-10-08 15:07:36,Lawson,176500.0,groceries,Needs,Cash,Cash
TXN002393,USR039,2024-11-30 06:40:58,Traveloka,680000.0,travel,Wants,Transfer,Jenius
TXN002394,USR055,2023-09-30 02:21:43,Lion Air,1504500.0,travel,Wants,Debit,BNI
TXN002395,USR043,2023-11-09 02:23:02,SPA Reflexology,381500.0,self_care,Wants,Transfer,Jenius
TXN002396,USR075,2023-01-09 18:27:10,Udemy,434500.0,education,Wants,QRIS,Gopay
TXN002397,USR017,2023-03-15 01:09:13,KRL Commuter,48000.0,transport,Needs,Cash,Cash
TXN002398,USR012,2023-01-24 04:46:44,Luxcrime,108500.0,self_care,Wants,Credit Card,BRI
TXN002399,USR041,2023-12-01 00:05:18,Carrefour,72500.0,groceries,Needs,Transfer,BCA
TXN002400,USR062,2023-09-25 19:53:02,Alodokter,356500.0,health,Needs,QRIS,Mandiri
TXN002401,USR056,2023-12-29 15:01:40,Ranch Market,63000.0,groceries,Needs,Cash,Cash
TXN002402,USR038,2024-10-29 10:56:18,Yoshinoya,88500.0,food,Needs,Transfer,Gopay
TXN002403,USR029,2023-02-06 19:34:09,PUBG Mobile,56000.0,entertainment,Wants,Transfer,LinkAja
TXN002404,USR026,2023-12-21 01:07:29,Alfamart,49500.0,groceries,Needs,Debit,BSI
TXN002405,USR022,2023-03-31 00:19:09,Lazada,432000.0,shopping,Wants,Credit Card,BRI
TXN002406,USR022,2024-12-08 12:50:07,Xbox Game Pass,142500.0,entertainment,Wants,Credit Card,Standard Chartered
TXN002407,USR023,2023-01-05 06:16:12,Airbnb,1531000.0,travel,Wants,Debit,Mandiri
TXN002408,USR061,2024-03-12 15:10:41,Superindo,209500.0,groceries,Needs,Debit,Mandiri
TXN002409,USR054,2024-06-17 07:48:14,Ajaib,450000.0,investment,Investment,Credit Card,Mandiri
TXN002410,USR024,2023-01-25 04:59:24,Luxcrime,267000.0,self_care,Wants,Transfer,OVO
TXN002411,USR023,2024-03-05 10:08:52,Klinik Pratama,497500.0,health,Needs,Debit,CIMB Niaga
TXN002412,USR011,2024-11-08 19:51:37,Tokocrypto,828500.0,investment,Investment,QRIS,BCA
TXN002413,USR006,2023-09-09 18:42:01,Luxcrime,78000.0,self_care,Wants,QRIS,ShopeePay
TXN002414,USR001,2024-04-19 19:05:51,Aston Hotel,2231500.0,travel,Wants,Transfer,ShopeePay
TXN002415,USR008,2023-07-17 10:15:38,Skill Academy,444500.0,education,Wants,Debit,BCA
TXN002416,USR030,2023-01-20 03:55:43,Tokocrypto,114000.0,investment,Investment,Credit Card,Mandiri
TXN002417,USR023,2024-08-22 07:52:57,Lion Air,281000.0,travel,Wants,Credit Card,Citibank
TXN002418,USR071,2023-11-12 07:34:35,MyXL,57500.0,education,Wants,Transfer,LinkAja
TXN002419,USR039,2023-10-04 09:26:44,Sushi Tei,49500.0,food,Needs,QRIS,OVO
TXN002420,USR044,2024-07-23 10:13:46,A&W,101500.0,food,Needs,Debit,BSI
TXN002421,USR036,2024-11-01 08:20:05,Klinik Pratama,521500.0,health,Needs,Cash,Cash
TXN002423,USR021,2023-10-21 06:12:00,Cotton On,663500.0,shopping,Wants,Transfer,CIMB Niaga
TXN002424,USR041,2023-10-28 20:14:59,Prodia Lab,42500.0,health,Needs,Debit,CIMB Niaga
TXN002425,USR048,2024-09-02 23:01:32,Halodoc,408000.0,health,Needs,Debit,CIMB Niaga
TXN002426,USR025,2023-07-13 17:48:39,Blue Bird,43500.0,transport,Needs,Transfer,DANA
TXN002427,USR018,2023-08-02 07:58:57,Parkir Mall,71000.0,transport,Needs,QRIS,BNI
TXN002428,USR006,2024-02-27 06:46:02,Indomaret,15500.0,groceries,Needs,QRIS,OVO
TXN002429,USR013,2023-12-04 10:19:00,Luxcrime,334000.0,self_care,Wants,QRIS,BNI
TXN002430,USR037,2023-08-27 20:14:08,Farmers Market,26000.0,groceries,Needs,Transfer,LinkAja
TXN002431,USR004,2024-08-28 04:06:44,KFC,17500.0,food,Needs,QRIS,BRI
TXN002432,USR024,2024-12-01 09:08:31,iPot,502500.0,investment,Investment,Credit Card,Mandiri
TXN002433,USR050,2024-06-04 05:33:34,H&M,399500.0,shopping,Wants,Credit Card,Mandiri
TXN002435,USR050,2024-10-06 14:40:25,Mobile Legends,80500.0,entertainment,Wants,QRIS,Mandiri
TXN002436,USR061,2024-01-18 00:37:53,TikTok Shop,991000.0,shopping,Wants,Transfer,OVO
TXN002437,USR054,2024-06-11 00:32:32,Prodia Lab,258500.0,health,Needs,Cash,Cash
TXN002439,USR012,2023-11-24 05:29:09,Parkir Mall,68000.0,transport,Needs,QRIS,OVO
TXN002440,USR028,2023-07-20 22:52:57,Microsoft 365,475500.0,education,Wants,QRIS,BCA
TXN002441,USR038,2024-09-08 13:53:55,Aston Hotel,1673500.0,travel,Wants,Transfer,LinkAja
TXN002442,USR027,2023-05-23 12:22:27,Kimia Farma,124500.0,health,Needs,Credit Card,Standard Chartered
TXN002443,USR009,2023-07-13 19:12:33,Prodia Lab,563000.0,health,Needs,Transfer,BSI
TXN002444,USR066,2023-06-15 10:23:34,Damri,64000.0,transport,Needs,Debit,BNI
TXN002445,USR042,2024-08-21 05:30:37,Bareksa,275500.0,investment,Investment,Transfer,Gopay
TXN002446,USR073,2023-07-04 22:37:10,SPA Reflexology,486000.0,self_care,Wants,QRIS,LinkAja
TXN002447,USR070,2024-01-04 04:12:28,Gojek,59000.0,transport,Needs,QRIS,ShopeePay
TXN002448,USR002,2024-08-17 10:32:59,Mie Gacoan,20500.0,food,Needs,QRIS,BCA
TXN002449,USR041,2023-09-22 06:29:13,KRL Commuter,42000.0,transport,Needs,QRIS,BCA
TXN002450,USR022,2023-02-13 21:26:20,Lawson,164000.0,groceries,Needs,Cash,Cash
TXN002451,USR017,2023-06-17 08:55:13,Mixue,16500.0,food,Needs,QRIS,LinkAja
TXN002452,USR014,2023-12-17 04:37:18,Skill Academy,101000.0,education,Wants,Debit,BTN
TXN002453,USR069,2023-03-27 23:32:05,Prodia Lab,71000.0,health,Needs,Debit,BTN
TXN002454,USR060,2024-03-18 14:34:29,Wardah,319500.0,self_care,Wants,Transfer,LinkAja
TXN002455,USR047,2024-04-11 00:24:29,Bibit,922500.0,investment,Investment,Credit Card,BRI
TXN002456,USR010,2023-03-15 21:55:29,Transjakarta,15000.0,transport,Needs,Debit,Jenius
TXN002457,USR075,2023-05-30 20:13:15,Watson,489500.0,health,Needs,Credit Card,BNI
TXN002458,USR010,2024-04-17 13:28:14,Airbnb,752000.0,travel,Wants,Credit Card,Mandiri
TXN002459,USR016,2023-02-24 10:45:49,Total Parco,53000.0,transport,Needs,Credit Card,Mandiri
TXN002460,USR030,2024-10-02 06:38:08,The Body Shop,492000.0,self_care,Wants,Debit,Jenius
TXN002461,USR001,2024-08-31 01:13:50,Fit Hub,462000.0,health,Needs,Debit,Mandiri
TXN002462,USR025,2023-04-04 18:59:00,Innisfree,182500.0,self_care,Wants,Debit,Mandiri
TXN002463,USR067,2024-12-08 13:07:02,Vivo Gas Station,22000.0,transport,Needs,QRIS,LinkAja
TXN002464,USR059,2024-07-11 05:58:02,Farmers Market,132000.0,groceries,Needs,QRIS,BRI
TXN002465,USR030,2023-11-16 06:12:23,PUBG Mobile,87500.0,entertainment,Wants,QRIS,BNI
TXN002466,USR046,2024-07-04 20:14:18,MyXL,1561000.0,investment,Investment,Credit Card,BCA
TXN002467,USR004,2024-01-22 17:20:00,Adobe Creative Cloud,143000.0,education,Wants,Credit Card,BRI
TXN002468,USR024,2024-11-29 14:10:09,Kopi Kenangan,39500.0,food,Needs,Cash,Cash
TXN002469,USR005,2024-11-17 17:24:17,RS Siloam,197500.0,health,Needs,QRIS,BCA
TXN002470,USR010,2024-02-08 21:35:13,Alodokter,348500.0,health,Needs,Credit Card,CIMB Niaga
TXN002471,USR021,2024-03-15 20:28:31,Microsoft 365,284500.0,education,Wants,QRIS,BRI
TXN002472,USR058,2024-02-05 23:35:47,Pintu Crypto,1952000.0,investment,Investment,Debit,BCA
TXN002473,USR045,2024-03-16 02:31:30,Zara,764000.0,shopping,Wants,Transfer,BCA
TXN002474,USR045,2024-04-07 10:48:20,OYO,277000.0,travel,Wants,Credit Card,BCA
TXN002475,USR058,2024-08-28 16:00:52,OYO,323000.0,travel,Wants,Transfer,OVO
TXN002476,USR059,2024-12-06 10:38:54,Pull & Bear,304500.0,shopping,Wants,Transfer,BCA
TXN002477,USR044,2024-05-31 02:24:24,Klinik Pratama,468000.0,health,Needs,Transfer,Mandiri
TXN002478,USR065,2024-06-25 02:52:43,Giant,187000.0,groceries,Needs,QRIS,BRI
TXN002479,USR056,2024-09-08 09:44:10,Booking.com,582500.0,travel,Wants,Transfer,BNI
TXN002480,USR010,2024-10-03 18:04:13,PDAM,148000.0,utilities,Needs,Transfer,ShopeePay
TXN002481,USR001,2024-05-26 05:31:36,Nail Studio,164000.0,self_care,Wants,Debit,BNI
TXN002482,USR060,2023-04-24 21:11:41,Alfamart,217000.0,groceries,Needs,QRIS,Mandiri
TXN002483,USR069,2023-12-29 10:16:00,Warteg,82500.0,food,Needs,Transfer,Mandiri
TXN002484,USR069,2024-04-30 19:33:35,Shell,21500.0,transport,Needs,QRIS,BRI
TXN002485,USR004,2023-02-17 11:41:57,Smartfren,45000.0,utilities,Needs,QRIS,BRI
TXN002486,USR038,2024-08-04 16:44:49,PLN Mobile,236000.0,utilities,Needs,Transfer,BNI
TXN002487,USR063,2023-03-04 01:27:10,YouTube Premium,44000.0,entertainment,Wants,Transfer,OVO
TXN002488,USR037,2023-10-13 06:48:56,Daiso,778500.0,shopping,Wants,QRIS,BCA
TXN002489,USR042,2023-05-19 03:21:17,WeTV,134000.0,entertainment,Wants,QRIS,BNI
TXN002490,USR006,2024-02-06 08:35:50,Warung,24500.0,food,Needs,Debit,Jenius
TXN002491,USR004,2023-10-16 03:15:49,MyTelkomsel,78500.0,utilities,Needs,Debit,BNI
TXN002492,USR036,2024-03-25 18:04:40,Zalora,965500.0,shopping,Wants,Debit,Jenius
TXN002493,USR056,2024-04-28 10:35:37,First Media,218500.0,utilities,Needs,Transfer,Mandiri
TXN002494,USR026,2024-06-19 11:33:06,Superindo,250500.0,groceries,Needs,QRIS,LinkAja
TXN002495,USR011,2023-12-28 18:03:07,Damri,18500.0,transport,Needs,Debit,BRI
TXN002496,USR004,2024-06-13 08:05:40,Pluang,556500.0,investment,Investment,Transfer,LinkAja
TXN002497,USR018,2024-12-11 11:42:32,Burger King,25000.0,food,Needs,QRIS,BCA
TXN002498,USR034,2023-10-21 12:53:52,Tabungan BRI,606500.0,investment,Investment,Cash,Cash
TXN002499,USR025,2024-12-29 02:17:12,OYO,297000.0,travel,Wants,Transfer,Jenius
TXN002500,USR035,2024-11-23 04:42:40,Janji Jiwa,99500.0,food,Needs,QRIS,BCA
TXN002501,USR028,2023-03-29 10:03:52,Watson,382500.0,health,Needs,Cash,Cash
TXN002502,USR048,2023-05-22 00:07:23,Indodax,1437000.0,investment,Investment,Debit,BCA
TXN002503,USR029,2024-01-06 23:41:43,Wendy's,9000.0,food,Needs,QRIS,BNI
TXN002504,USR070,2023-03-11 06:14:35,Parkir Mall,13000.0,transport,Needs,Transfer,BCA
